Essential,Data,Data engineer,Head of data engineering,Testing,Working,899,Testing: Working,,,,,,,,,,,,
Essential,Data,Data engineer,Lead data engineer,Communication skills (data),Practitioner,512,Communication skills (data): Practitioner,,,,,,,,,,,,
Essential,Data,Data engineer,Lead data engineer,Data analysis and synthesis,Practitioner,532,Data analysis and synthesis: Practitioner,,,,,,,,,,,,
Essential,Data,Data engineer,Lead data engineer,Data development process,Expert,541,Data development process: Expert,,,,,,,,,,,,
Desirable,Data,Data engineer,Lead data engineer,Data innovation,Practitioner,552,Data innovation: Practitioner,,,,,,,,,,,,
Essential,Data,Data engineer,Lead data engineer,Data integration design,Expert,557,Data integration design: Expert,,,,,,,,,,,,
Essential,Data,Data engineer,Lead data engineer,Data modelling,Expert,565,Data modelling: Expert,,,,,,,,,,,,
Desirable,Data,Data engineer,Lead data engineer,Metadata management,Practitioner,700,Metadata management: Practitioner,,,,,,,,,,,,
Desirable,Data,Data engineer,Lead data engineer,Problem resolution (data),Practitioner,740,Problem resolution (data): Practitioner,,,,,,,,,,,,
Essential,Data,Data engineer,Lead data engineer,Programming and build (data engineering),Practitioner,752,Programming and build (data engineering): Practitioner,,,,,,,,,,,,
Essential,Data,Data engineer,Lead data engineer,Technical understanding (data engineering),Practitioner,880,Technical understanding (data engineering): Practitioner,,,,,,,,,,,,
Essential,Data,Data engineer,Lead data engineer,Testing,Working,899,Testing: Working,,,,,,,,,,,,
Essential,Data,Data engineer,Senior data engineer,Communication skills (data),Working,511,Communication skills (data): Working,,,,,,,,,,,,
Essential,Data,Data engineer,Senior data engineer,Data analysis and synthesis,Working,531,Data analysis and synthesis: Working,,,,,,,,,,,,
Essential,Data,Data engineer,Senior data engineer,Data development process,Practitioner,540,Data development process: Practitioner,,,,,,,,,,,,
Desirable,Data,Data engineer,Senior data engineer,Data innovation,Working,551,Data innovation: Working,,,,,,,,,,,,
Essential,Data,Data engineer,Senior data engineer,Data integration design,Practitioner,556,Data integration design: Practitioner,,,,,,,,,,,,
Essential,Data,Data engineer,Senior data engineer,Data modelling,Practitioner,564,Data modelling: Practitioner,,,,,,,,,,,,
Desirable,Data,Data engineer,Senior data engineer,Metadata management,Practitioner,700,Metadata management: Practitioner,,,,,,,,,,,,
Desirable,Data,Data engineer,Senior data engineer,Problem resolution (data),Working,739,Problem resolution (data): Working,,,,,,,,,,,,
Essential,Data,Data engineer,Senior data engineer,Programming and build (data engineering),Practitioner,752,Programming and build (data engineering): Practitioner,,,,,,,,,,,,
Essential,Data,Data engineer,Senior data engineer,Technical understanding (data engineering),Working,879,Technical understanding (data engineering): Working,,,,,,,,,,,,
Essential,Data,Data engineer,Senior data engineer,Testing,Working,899,Testing: Working,,,,,,,,,,,,
Essential,Data,Data scientist,Data scientist,"Applied maths, statistics, and scientific practices",Practitioner,448,"Applied maths, statistics, and scientific practices: Practitioner",,,,,,,,,,,,
Essential,Data,Data scientist,Data scientist,Data engineering and manipulation,Practitioner,544,Data engineering and manipulation: Practitioner,,,,,,,,,,,,
Essential,Data,Data scientist,Data scientist,Data science innovation,Practitioner,572,Data science innovation: Practitioner,,,,,,,,,,,,
Essential,Data,Data scientist,Data scientist,Developing data science capability,Practitioner,596,Developing data science capability: Practitioner,,,,,,,,,,,,
Essential,Data,Data scientist,Data scientist,Domain expertise,Practitioner,604,Domain expertise: Practitioner,,,,,,,,,,,,
Essential,Data,Data scientist,Data scientist,Programming and build (data science),Practitioner,756,Programming and build (data science): Practitioner,,,,,,,,,,,,
Essential,Data,Data scientist,Data scientist,Understanding analysis across the product life cycle (data science),Practitioner,924,Understanding analysis across the product life cycle (data science): Practitioner,,,,,,,,,,,,
Essential,Data,Data scientist,Head of data science,"Applied maths, statistics, and scientific practices",Practitioner,448,"Applied maths, statistics, and scientific practices: Practitioner",,,,,,,,,,,,
Essential,Data,Data scientist,Head of data science,Data engineering and manipulation,Practitioner,544,Data engineering and manipulation: Practitioner,,,,,,,,,,,,
Essential,Data,Data scientist,Head of data science,Data science innovation,Practitioner,572,Data science innovation: Practitioner,,,,,,,,,,,,
Essential,Data,Data scientist,Head of data science,Developing data science capability,Expert,597,Developing data science capability: Expert,,,,,,,,,,,,
Essential,Data,Data scientist,Head of data science,Domain expertise,Expert,605,Domain expertise: Expert,,,,,,,,,,,,
Essential,Data,Data scientist,Head of data science,Programming and build (data science),Working,755,Programming and build (data science): Working,,,,,,,,,,,,
Essential,Data,Data scientist,Head of data science,Understanding analysis across the product life cycle (data science),Practitioner,924,Understanding analysis across the product life cycle (data science): Practitioner,,,,,,,,,,,,
Essential,Data,Data scientist,Junior data scientist,"Applied maths, statistics, and scientific practices",Working,447,"Applied maths, statistics, and scientific practices: Working",,,,,,,,,,,,
Essential,Data,Data scientist,Junior data scientist,Data engineering and manipulation,Working,543,Data engineering and manipulation: Working,,,,,,,,,,,,
Essential,Data,Data scientist,Junior data scientist,Data science innovation,Working,571,Data science innovation: Working,,,,,,,,,,,,
Essential,Data,Data scientist,Junior data scientist,Developing data science capability,Working,595,Developing data science capability: Working,,,,,,,,,,,,
Essential,Data,Data scientist,Junior data scientist,Domain expertise,Working,603,Domain expertise: Working,,,,,,,,,,,,
Essential,Data,Data scientist,Junior data scientist,Programming and build (data science),Working,755,Programming and build (data science): Working,,,,,,,,,,,,
Essential,Data,Data scientist,Junior data scientist,Understanding analysis across the product life cycle (data science),Working,923,Understanding analysis across the product life cycle (data science): Working,,,,,,,,,,,,
Essential,Data,Data scientist,Senior data scientist,"Applied maths, statistics, and scientific practices",Expert,449,"Applied maths, statistics, and scientific practices: Expert",,,,,,,,,,,,
Essential,Data,Data scientist,Senior data scientist,Data engineering and manipulation,Expert,545,Data engineering and manipulation: Expert,,,,,,,,,,,,
Essential,Data,Data scientist,Senior data scientist,Data science innovation,Expert,573,Data science innovation: Expert,,,,,,,,,,,,
Essential,Data,Data scientist,Senior data scientist,Developing data science capability,Practitioner,596,Developing data science capability: Practitioner,,,,,,,,,,,,
Essential,Data,Data scientist,Senior data scientist,Domain expertise,Practitioner,604,Domain expertise: Practitioner,,,,,,,,,,,,
Essential,Data,Data scientist,Senior data scientist,Programming and build (data science),Practitioner,756,Programming and build (data science): Practitioner,,,,,,,,,,,,
Essential,Data,Data scientist,Senior data scientist,Understanding analysis across the product life cycle (data science),Expert,925,Understanding analysis across the product life cycle (data science): Expert,,,,,,,,,,,,
Essential,Data,Data scientist,Trainee data scientist,"Applied maths, statistics, and scientific practices",Awareness,446,"Applied maths, statistics, and scientific practices: Awareness",,,,,,,,,,,,
Essential,Data,Data scientist,Trainee data scientist,Data engineering and manipulation,Awareness,542,Data engineering and manipulation: Awareness,,,,,,,,,,,,
Essential,Data,Data scientist,Trainee data scientist,Data science innovation,Awareness,570,Data science innovation: Awareness,,,,,,,,,,,,
Essential,Data,Data scientist,Trainee data scientist,Developing data science capability,Awareness,594,Developing data science capability: Awareness,,,,,,,,,,,,
Essential,Data,Data scientist,Trainee data scientist,Domain expertise,Awareness,602,Domain expertise: Awareness,,,,,,,,,,,,
Essential,Data,Data scientist,Trainee data scientist,Programming and build (data science),Awareness,754,Programming and build (data science): Awareness,,,,,,,,,,,,
Essential,Data,Data scientist,Trainee data scientist,Understanding analysis across the product life cycle (data science),Awareness,922,Understanding analysis across the product life cycle (data science): Awareness,,,,,,,,,,,,
Essential,Data,Performance analyst,Associate performance analyst,Communicating analysis and insight,Working,495,Communicating analysis and insight: Working,,,,,,,,,,,,
Desirable,Data,Performance analyst,Associate performance analyst,Experience of working within constraints,Awareness,622,Experience of working within constraints: Awareness,,,,,,,,,,,,
Essential,Data,Performance analyst,Associate performance analyst,Performance measurement,Awareness,722,Performance measurement: Awareness,,,,,,,,,,,,
Essential,Data,Performance analyst,Associate performance analyst,technical understanding (performance analyst),Awareness,890,technical understanding (performance analyst): Awareness,,,,,,,,,,,,
Desirable,Data,Performance analyst,Associate performance analyst,Understanding analysis across the product life cycle,Awareness,918,Understanding analysis across the product life cycle: Awareness,,,,,,,,,,,,
Essential,Data,Performance analyst,Associate performance analyst,Undertaking analysis and providing insight,Working,939,Undertaking analysis and providing insight: Working,,,,,,,,,,,,
Desirable,Data,Performance analyst,Associate performance analyst,User-centred analysis,Awareness,942,User-centred analysis: Awareness,,,,,,,,,,,,
Essential,Data,Performance analyst,Associate performance analyst,Verification and validation of data and analysis,Awareness,958,Verification and validation of data and analysis: Awareness,,,,,,,,,,,,
Essential,Data,Performance analyst,Head of performance analysis,Communicating analysis and insight,Expert,497,Communicating analysis and insight: Expert,,,,,,,,,,,,
Desirable,Data,Performance analyst,Head of performance analysis,Experience of working within constraints,Expert,625,Experience of working within constraints: Expert,,,,,,,,,,,,
Essential,Data,Performance analyst,Head of performance analysis,Performance measurement,Expert,725,Performance measurement: Expert,,,,,,,,,,,,
Essential,Data,Performance analyst,Head of performance analysis,technical understanding (performance analyst),Expert,893,technical understanding (performance analyst): Expert,,,,,,,,,,,,
Desirable,Data,Performance analyst,Head of performance analysis,Understanding analysis across the product life cycle,Expert,921,Understanding analysis across the product life cycle: Expert,,,,,,,,,,,,
Essential,Data,Performance analyst,Head of performance analysis,Undertaking analysis and providing insight,Practitioner,940,Undertaking analysis and providing insight: Practitioner,,,,,,,,,,,,
Desirable,Data,Performance analyst,Head of performance analysis,User-centred analysis,Expert,945,User-centred analysis: Expert,,,,,,,,,,,,
Essential,Data,Performance analyst,Head of performance analysis,Verification and validation of data and analysis,Expert,961,Verification and validation of data and analysis: Expert,,,,,,,,,,,,
Essential,Data,Performance analyst,Lead performance analyst,Communicating analysis and insight,Expert,497,Communicating analysis and insight: Expert,,,,,,,,,,,,
Desirable,Data,Performance analyst,Lead performance analyst,Experience of working within constraints,Expert,625,Experience of working within constraints: Expert,,,,,,,,,,,,
Essential,Data,Performance analyst,Lead performance analyst,Performance measurement,Expert,725,Performance measurement: Expert,,,,,,,,,,,,
Essential,Data,Performance analyst,Lead performance analyst,technical understanding (performance analyst),Expert,893,technical understanding (performance analyst): Expert,,,,,,,,,,,,
Desirable,Data,Performance analyst,Lead performance analyst,Understanding analysis across the product life cycle,Expert,921,Understanding analysis across the product life cycle: Expert,,,,,,,,,,,,
Essential,Data,Performance analyst,Lead performance analyst,Undertaking analysis and providing insight,Expert,941,Undertaking analysis and providing insight: Expert,,,,,,,,,,,,
Desirable,Data,Performance analyst,Lead performance analyst,User-centred analysis,Expert,945,User-centred analysis: Expert,,,,,,,,,,,,
Essential,Data,Performance analyst,Lead performance analyst,Verification and validation of data and analysis,Expert,961,Verification and validation of data and analysis: Expert,,,,,,,,,,,,
Essential,Data,Performance analyst,Performance analyst,Communicating analysis and insight,Working,495,Communicating analysis and insight: Working,,,,,,,,,,,,
Desirable,Data,Performance analyst,Performance analyst,Experience of working within constraints,Working,623,Experience of working within constraints: Working,,,,,,,,,,,,
Essential,Data,Performance analyst,Performance analyst,Performance measurement,Working,723,Performance measurement: Working,,,,,,,,,,,,
Essential,Data,Performance analyst,Performance analyst,technical understanding (performance analyst),Working,891,technical understanding (performance analyst): Working,,,,,,,,,,,,
Desirable,Data,Performance analyst,Performance analyst,Understanding analysis across the product life cycle,Working,919,Understanding analysis across the product life cycle: Working,,,,,,,,,,,,
Essential,Data,Performance analyst,Performance analyst,Undertaking analysis and providing insight,Practitioner,940,Undertaking analysis and providing insight: Practitioner,,,,,,,,,,,,
Desirable,Data,Performance analyst,Performance analyst,User-centred analysis,Working,943,User-centred analysis: Working,,,,,,,,,,,,
Essential,Data,Performance analyst,Performance analyst,Verification and validation of data and analysis,Working,959,Verification and validation of data and analysis: Working,,,,,,,,,,,,
Essential,Data,Performance analyst,Senior performance analyst,Communicating analysis and insight,Practitioner,496,Communicating analysis and insight: Practitioner,,,,,,,,,,,,
Desirable,Data,Performance analyst,Senior performance analyst,Experience of working within constraints,Practitioner,624,Experience of working within constraints: Practitioner,,,,,,,,,,,,
Essential,Data,Performance analyst,Senior performance analyst,Performance measurement,Practitioner,724,Performance measurement: Practitioner,,,,,,,,,,,,
Essential,Data,Performance analyst,Senior performance analyst,technical understanding (performance analyst),Practitioner,892,technical understanding (performance analyst): Practitioner,,,,,,,,,,,,
Desirable,Data,Performance analyst,Senior performance analyst,Understanding analysis across the product life cycle,Practitioner,920,Understanding analysis across the product life cycle: Practitioner,,,,,,,,,,,,
Essential,Data,Performance analyst,Senior performance analyst,Undertaking analysis and providing insight,Practitioner,940,Undertaking analysis and providing insight: Practitioner,,,,,,,,,,,,
Desirable,Data,Performance analyst,Senior performance analyst,User-centred analysis,Practitioner,944,User-centred analysis: Practitioner,,,,,,,,,,,,
Essential,Data,Performance analyst,Senior performance analyst,Verification and validation of data and analysis,Practitioner,960,Verification and validation of data and analysis: Practitioner,,,,,,,,,,,,
Desirable,IT Operations,Business relationship manager,Business relationship manager,Asset and configuration management,Awareness,450,Asset and configuration management: Awareness,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Business relationship manager,Business analysis (IT operations),Working,467,Business analysis (IT operations): Working,,,,,,,,,,,,
Desirable,IT Operations,Business relationship manager,Business relationship manager,Continual service improvement,Working,519,Continual service improvement: Working,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Business relationship manager,Ownership and initiative,Working,719,Ownership and initiative: Working,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Business relationship manager,Relationship management,Practitioner,788,Relationship management: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Business relationship manager,Service focus,Working,799,Service focus: Working,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Business relationship manager,Service Management Framework knowledge,Awareness,802,Service Management Framework knowledge: Awareness,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Business relationship manager,Service reporting,Working,807,Service reporting: Working,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Business relationship manager,Strategic thinking,Working,835,Strategic thinking: Working,,,,,,,,,,,,
Desirable,IT Operations,Business relationship manager,Business relationship manager,technical understanding,Working,875,technical understanding: Working,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Business relationship manager,User focus,Working,955,User focus: Working,,,,,,,,,,,,
Desirable,IT Operations,Business relationship manager,Lead business relationship manager,Asset and configuration management,Awareness,450,Asset and configuration management: Awareness,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Lead business relationship manager,Business analysis (IT operations),Expert,469,Business analysis (IT operations): Expert,,,,,,,,,,,,
Desirable,IT Operations,Business relationship manager,Lead business relationship manager,Continual service improvement,Practitioner,520,Continual service improvement: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Lead business relationship manager,Ownership and initiative,Practitioner,720,Ownership and initiative: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Lead business relationship manager,Relationship management,Expert,789,Relationship management: Expert,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Lead business relationship manager,Service focus,Practitioner,800,Service focus: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Lead business relationship manager,Service Management Framework knowledge,Working,803,Service Management Framework knowledge: Working,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Lead business relationship manager,Service reporting,Practitioner,808,Service reporting: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Lead business relationship manager,Strategic thinking,Practitioner,836,Strategic thinking: Practitioner,,,,,,,,,,,,
Desirable,IT Operations,Business relationship manager,Lead business relationship manager,technical understanding,Practitioner,876,technical understanding: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Lead business relationship manager,User focus,Expert,957,User focus: Expert,,,,,,,,,,,,
Desirable,IT Operations,Business relationship manager,Senior business relationship manager,Asset and configuration management,Awareness,450,Asset and configuration management: Awareness,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Senior business relationship manager,Business analysis (IT operations),Practitioner,468,Business analysis (IT operations): Practitioner,,,,,,,,,,,,
Desirable,IT Operations,Business relationship manager,Senior business relationship manager,Continual service improvement,Working,519,Continual service improvement: Working,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Senior business relationship manager,Ownership and initiative,Practitioner,720,Ownership and initiative: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Senior business relationship manager,Relationship management,Practitioner,788,Relationship management: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Senior business relationship manager,Service focus,Working,799,Service focus: Working,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Senior business relationship manager,Service Management Framework knowledge,Working,803,Service Management Framework knowledge: Working,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Senior business relationship manager,Service reporting,Working,807,Service reporting: Working,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Senior business relationship manager,Strategic thinking,Working,835,Strategic thinking: Working,,,,,,,,,,,,
Desirable,IT Operations,Business relationship manager,Senior business relationship manager,technical understanding,Practitioner,876,technical understanding: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Business relationship manager,Senior business relationship manager,User focus,Practitioner,956,User focus: Practitioner,,,,,,,,,,,,
Desirable,IT Operations,Change and release manager,Change and release analyst,Asset and configuration management,Working,451,Asset and configuration management: Working,,,,,,,,,,,,
Desirable,IT Operations,Change and release manager,Change and release analyst,Availability and capacity management,Awareness,454,Availability and capacity management: Awareness,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Change and release analyst,Change management,Working,483,Change management: Working,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Change and release analyst,Community collaboration,Working,499,Community collaboration: Working,,,,,,,,,,,,
Desirable,IT Operations,Change and release manager,Change and release analyst,Continual service improvement,Awareness,518,Continual service improvement: Awareness,,,,,,,,,,,,
Desirable,IT Operations,Change and release manager,Change and release analyst,Continuity management,Awareness,522,Continuity management: Awareness,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Change and release analyst,Incident management,Awareness,650,Incident management: Awareness,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Change and release analyst,Ownership and initiative,Awareness,718,Ownership and initiative: Awareness,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Change and release analyst,Problem management,Awareness,730,Problem management: Awareness,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Change and release analyst,Service focus,Awareness,798,Service focus: Awareness,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Change and release analyst,Service Management Framework knowledge,Awareness,802,Service Management Framework knowledge: Awareness,,,,,,,,,,,,
Desirable,IT Operations,Change and release manager,Change and release analyst,technical understanding,Awareness,874,technical understanding: Awareness,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Change and release analyst,User focus,Awareness,954,User focus: Awareness,,,,,,,,,,,,
Desirable,IT Operations,Change and release manager,Change and release manager,Asset and configuration management,Expert,453,Asset and configuration management: Expert,,,,,,,,,,,,
Desirable,IT Operations,Change and release manager,Change and release manager,Availability and capacity management,Working,455,Availability and capacity management: Working,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Change and release manager,Change management,Expert,485,Change management: Expert,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Change and release manager,Community collaboration,Practitioner,500,Community collaboration: Practitioner,,,,,,,,,,,,
Desirable,IT Operations,Change and release manager,Change and release manager,Continual service improvement,Working,519,Continual service improvement: Working,,,,,,,,,,,,
Desirable,IT Operations,Change and release manager,Change and release manager,Continuity management,Awareness,522,Continuity management: Awareness,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Change and release manager,Incident management,Working,651,Incident management: Working,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Change and release manager,Ownership and initiative,Working,719,Ownership and initiative: Working,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Change and release manager,Problem management,Working,731,Problem management: Working,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Change and release manager,Service focus,Working,799,Service focus: Working,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Change and release manager,Service Management Framework knowledge,Awareness,802,Service Management Framework knowledge: Awareness,,,,,,,,,,,,
Desirable,IT Operations,Change and release manager,Change and release manager,technical understanding,Working,875,technical understanding: Working,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Change and release manager,User focus,Working,955,User focus: Working,,,,,,,,,,,,
Desirable,IT Operations,Change and release manager,Configuration analyst,Asset and configuration management,Working,451,Asset and configuration management: Working,,,,,,,,,,,,
Desirable,IT Operations,Change and release manager,Configuration analyst,Availability and capacity management,Awareness,454,Availability and capacity management: Awareness,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Configuration analyst,Change management,Awareness,482,Change management: Awareness,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Configuration analyst,Community collaboration,Working,499,Community collaboration: Working,,,,,,,,,,,,
Desirable,IT Operations,Change and release manager,Configuration analyst,Continual service improvement,Awareness,518,Continual service improvement: Awareness,,,,,,,,,,,,
Desirable,IT Operations,Change and release manager,Configuration analyst,Continuity management,Awareness,522,Continuity management: Awareness,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Configuration analyst,Incident management,Awareness,650,Incident management: Awareness,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Configuration analyst,Ownership and initiative,Awareness,718,Ownership and initiative: Awareness,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Configuration analyst,Problem management,Awareness,730,Problem management: Awareness,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Configuration analyst,Service focus,Awareness,798,Service focus: Awareness,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Configuration analyst,Service Management Framework knowledge,Awareness,802,Service Management Framework knowledge: Awareness,,,,,,,,,,,,
Desirable,IT Operations,Change and release manager,Configuration analyst,technical understanding,Awareness,874,technical understanding: Awareness,,,,,,,,,,,,
Essential,IT Operations,Change and release manager,Configuration analyst,User focus,Awareness,954,User focus: Awareness,,,,,,,,,,,,
Desirable,IT Operations,Command and control centre manager,Head of command and control,Asset and configuration management,Practitioner,452,Asset and configuration management: Practitioner,,,,,,,,,,,,
Desirable,IT Operations,Command and control centre manager,Head of command and control,Availability and capacity management,Practitioner,456,Availability and capacity management: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Command and control centre manager,Head of command and control,Change management,Practitioner,484,Change management: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Command and control centre manager,Head of command and control,Community collaboration,Practitioner,500,Community collaboration: Practitioner,,,,,,,,,,,,
Desirable,IT Operations,Command and control centre manager,Head of command and control,Continual service improvement,Practitioner,520,Continual service improvement: Practitioner,,,,,,,,,,,,
Desirable,IT Operations,Command and control centre manager,Head of command and control,Continuity management,Working,523,Continuity management: Working,,,,,,,,,,,,
Essential,IT Operations,Command and control centre manager,Head of command and control,Incident management,Practitioner,652,Incident management: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Command and control centre manager,Head of command and control,Ownership and initiative,Practitioner,720,Ownership and initiative: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Command and control centre manager,Head of command and control,Problem management,Practitioner,732,Problem management: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Command and control centre manager,Head of command and control,Service focus,Practitioner,800,Service focus: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Command and control centre manager,Head of command and control,Service Management Framework knowledge,Practitioner,804,Service Management Framework knowledge: Practitioner,,,,,,,,,,,,
Desirable,IT Operations,Command and control centre manager,Head of command and control,technical understanding,Expert,877,technical understanding: Expert,,,,,,,,,,,,
Essential,IT Operations,Command and control centre manager,Head of command and control,User focus,Expert,957,User focus: Expert,,,,,,,,,,,,
Desirable,IT Operations,Command and control centre manager,Operational control manager,Asset and configuration management,Working,451,Asset and configuration management: Working,,,,,,,,,,,,
Desirable,IT Operations,Command and control centre manager,Operational control manager,Availability and capacity management,Working,455,Availability and capacity management: Working,,,,,,,,,,,,
Essential,IT Operations,Command and control centre manager,Operational control manager,Change management,Practitioner,484,Change management: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Command and control centre manager,Operational control manager,Community collaboration,Practitioner,500,Community collaboration: Practitioner,,,,,,,,,,,,
Desirable,IT Operations,Command and control centre manager,Operational control manager,Continual service improvement,Practitioner,520,Continual service improvement: Practitioner,,,,,,,,,,,,
Desirable,IT Operations,Command and control centre manager,Operational control manager,Continuity management,Working,523,Continuity management: Working,,,,,,,,,,,,
Essential,IT Operations,Command and control centre manager,Operational control manager,Incident management,Practitioner,652,Incident management: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Command and control centre manager,Operational control manager,Ownership and initiative,Practitioner,720,Ownership and initiative: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Command and control centre manager,Operational control manager,Problem management,Working,731,Problem management: Working,,,,,,,,,,,,
Essential,IT Operations,Command and control centre manager,Operational control manager,Service focus,Practitioner,800,Service focus: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Command and control centre manager,Operational control manager,Service Management Framework knowledge,Working,803,Service Management Framework knowledge: Working,,,,,,,,,,,,
Desirable,IT Operations,Command and control centre manager,Operational control manager,technical understanding,Practitioner,876,technical understanding: Practitioner,,,,,,,,,,,,
Essential,IT Operations,Command and control centre manager,Operational control manager,User focus,Practitioner,956,User focus: Practitioner,,,,,,,,,,,,
Desirable,IT Operations,Command and control centre manager,Operations analyst,Asset and configuration management,Awareness,450,Asset and configuration management: Awareness,,,,,,,,,,,,
